Asset ID,Asset Name,Solo,Entity Code,SubEntity Code,Fund/LoB Name,Fund/LoB Type,Rating,Credit Quality Step,Market Value (MVi),Modified Duration,Duration,Securitization category,Duration Class,Corrected Duration,Multiplication Factor,Step Up Factor,"F(Rating, Duration)",Capital Charge,Capital Charge UL,Credit Spread Relief Factor,LAC of TP,LAC of TP UL
6846432_LU0003_LU0003_LXEUR,LU0003 FFML 2005-FFH1 M1 MBS VAR 25.06.2036 LU0003_LXEUR_6846432_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,15.64830737,0.068495353,1,Type 1 Securitization,1,1,0.01,0,0.01,0.156483074,0,0.054776305,0.008571565,0
4948114_LU0003_LU0003_LXEUR,LU0003 CMLTI 2005-OPT4 M4 MBS VAR 25.07.2035 LU0003_LXEUR_4948114_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,26.91888833,0.068495261,1,Type 1 Securitization,1,1,0.016,0,0.016,0.430702213,0,0.054776305,0.023592276,0
13321999,TPMT 2017-4 A1 MBS FIX 2.750% 25.06.2057_13321999,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,2709.115562,2.79532604,2.79532604,Type 1 Securitization,1,2.79532604,0.01,0,0.02795326,75.72861277,0,0.054776305,4.148133587,0
7013364_LU0003_LU0003_LXEUR,LU0003 JPMAC 2007-CH3 A5 MBS VAR 25.03.2037 LU0003_LXEUR_7013364_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,257.2319861,0.062680773,1,Type 1 Securitization,1,1,0.028,0,0.028,7.202495612,0,0.054776305,0.394526096,0
14071393,CITM 2007-1 1A MBS VAR 25.10.2037_14071393,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,3187.502235,0.076372693,1,Type 1 Securitization,1,1,0.028,0,0.028,89.25006257,0,0.054776305,4.888788645,0
16975229_LU0003_LU0003_LXEUR,LU0003 CFII 2018-2A A2 ABS VAR 15.08.2030 LU0003_LXEUR_16975229_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,39.75246261,0.041125808,1,Type 1 Securitization,1,1,0.01,0,0.01,0.397524626,0,0.054776305,0.02177493,0
6981536_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-RP1 M2 MBS VAR 25.10.2045 LU0003_LXEUR_6981536_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,72.6363369,0.068493984,1,Type 1 Securitization,1,1,0.016,0,0.016,1.16218139,0,0.054776305,0.063660002,0
1921342_LU0003_LU0003_LXEUR,LU0003 ARC 2004-1 A5 MBS VAR 25.10.2034 LU0003_LXEUR_1921342_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,52.16308361,0.068497523,1,Type 1 Securitization,1,1,0.016,0,0.016,0.834609338,0,0.054776305,0.045716816,0
22554298,FG G08831 MBS FIX 4.000% 01.08.2048_22554298,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,281.0480949,2.156733986,2.156733986,Type 1 Securitization,1,2.156733986,0.01,0,0.02156734,6.061459778,0,0.054776305,0.332024369,0
1929090_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WCW2 M2 MBS VAR 25.07.2035 LU0003_LXEUR_1929090_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,293.8447399,0.068497175,1,Type 1 Securitization,1,1,0.028,0,0.028,8.227652716,0,0.054776305,0.450680414,0
1921392_LU0003_LU0003_LXEUR,LU0003 PPSI 2004-WHQ1 M2 MBS VAR 25.09.2034 LU0003_LXEUR_1921392_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,114.7940398,0.068490127,1,Type 1 Securitization,1,1,0.016,0,0.016,1.836704637,0,0.054776305,0.100607893,0
7116524_LU0003_LU0003_LXEUR,LU0003 SASC 2007-WF2 A3 MBS VAR 25.08.2037 LU0003_LXEUR_7116524_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,50.15187669,0.070170914,1,Type 1 Securitization,1,1,0.016,0,0.016,0.802430027,0,0.054776305,0.043954152,0
1921392_LU0003_LU0003_LXEUR,LU0003 PPSI 2004-WHQ1 M2 MBS VAR 25.09.2034 LU0003_LXEUR_1921392_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,243.4859723,0.068490127,1,Type 1 Securitization,1,1,0.016,0,0.016,3.895775557,0,0.054776305,0.21339619,0
14071393,CITM 2007-1 1A MBS VAR 25.10.2037_14071393,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,6760.909206,0.076372693,1,Type 1 Securitization,1,1,0.028,0,0.028,189.3054578,0,0.054776305,10.36945349,0
16974894,TPMT 2017-5 A1 MBS VAR 25.02.2057_16974894,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,6.906388119,0.068343494,1,Type 1 Securitization,1,1,0.01,0,0.01,0.069063881,0,0.054776305,0.003783064,0
525297_LU0003_LU0003_LXEUR,LU0003 CWL 2004-1 3A MBS VAR 25.04.2034 LU0003_LXEUR_525297_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,8.300395855,0.068494219,1,Type 1 Securitization,1,1,0.01,0,0.01,0.083003959,0,0.054776305,0.00454665,0
6313452_LU0003_LU0003_LXEUR,LU0003 PPSI 2005-WCH1 M4 MBS VAR 25.01.2036 LU0003_LXEUR_6313452_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,107.7925984,0.068493597,1,Type 1 Securitization,1,1,0.016,0,0.016,1.724681575,0,0.054776305,0.094471684,0
15510671,CFII 2018-2A A1 ABS FIX 3.230% 15.08.2030_15510671,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,119.4163016,0.125803635,1,Type 1 Securitization,1,1,0.01,0,0.01,1.194163016,0,0.054776305,0.065411838,0
6987699_LU0003_LU0003_LXEUR,LU0003 SAIL 2004-7 A7 MBS VAR 25.08.2034 LU0003_LXEUR_6987699_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,6.275807995,0.068493048,1,Type 1 Securitization,1,1,0.016,0,0.016,0.100412928,0,0.054776305,0.005500249,0
7069332_LU0003_LU0003_LXEUR,LU0003 POPLR 2006-D A3 MBS VAR 25.11.2036 LU0003_LXEUR_7069332_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,BBB,3,49.24060384,0.060550859,1,Type 1 Securitization,1,1,0.028,0,0.028,1.378736908,0,0.054776305,0.075522113,0
4455214_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-SP3 M1 MBS VAR 25.08.2036 LU0003_LXEUR_4455214_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,167.2260288,0.068494319,1,Type 1 Securitization,1,1,0.012,0,0.012,2.006712346,0,0.054776305,0.109920287,0
6981536_LU0003_LU0003_LXEUR,LU0003 RAAC 2006-RP1 M2 MBS VAR 25.10.2045 LU0003_LXEUR_6981536_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,154.0666148,0.068493984,1,Type 1 Securitization,1,1,0.016,0,0.016,2.465065836,0,0.054776305,0.135027198,0
22554568,SAIL 2004-8 A1 MBS VAR 25.09.2034_22554568,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,361.1203251,0.068494897,1,Type 1 Securitization,1,1,0.012,0,0.012,4.333443901,0,0.054776305,0.237370045,0
482623_LU0003_LU0003_LXEUR,LU0003 CWL 2005-4 AF6 MBS FIX 4.740% 25.10.2035 LU0003_LXEUR_482623_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1.119049816,0.068495195,1,Type 1 Securitization,1,1,0.01,0,0.01,0.011190498,0,0.054776305,0.000612974,0
4172303,LXS 2005-4 1A3 MBS VAR 25.10.2035_4172303,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AA,1,57.27318433,0.068493418,1,Type 1 Securitization,1,1,0.012,0,0.012,0.687278212,0,0.054776305,0.037646561,0
22554149,CWL 2005-15 2AV3 MBS VAR 25.04.2036_22554149,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,1591.894581,0.065678134,1,Type 1 Securitization,1,1,0.016,0,0.016,25.4703133,0,0.054776305,1.395169649,0
22554243,SASC 2007-BC1 A4 MBS VAR 25.02.2037_22554243,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,106.9224025,0.056244683,1,Type 1 Securitization,1,1,0.016,0,0.016,1.710758439,0,0.054776305,0.093709026,0
13321999,TPMT 2017-4 A1 MBS FIX 2.750% 25.06.2057_13321999,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,AAA,0,1277.241218,2.79532604,2.79532604,Type 1 Securitization,1,2.79532604,0.01,0,0.02795326,35.70305636,0,0.054776305,1.955681503,0
1928377_LU0003_LU0003_LXEUR,LU0003 CWL 2006-4 2A3 MBS VAR 25.07.2036 LU0003_LXEUR_1928377_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,198.3850888,0.068489183,1,Type 1 Securitization,1,1,0.016,0,0.016,3.17416142,0,0.054776305,0.173868834,0
22554243,SASC 2007-BC1 A4 MBS VAR 25.02.2037_22554243,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,226.7896936,0.056244683,1,Type 1 Securitization,1,1,0.016,0,0.016,3.628635097,0,0.054776305,0.198763223,0
4766563_LU0003_LU0003_LXEUR,LU0003 AMSI 2005-R3 M4 MBS VAR 25.05.2035 LU0003_LXEUR_4766563_LU0003_LU0003_LXEUR,RC630,RC630,,LU0003_LXEUR,PROFIT_PART,A,2,1185.069274,0.068493821,1,Type 1 Securitization,1,1,0.016,0,0.016,18.96110838,0,0.054776305,1.038619455,0
