"Asset_ID","Asset_Name","Rating_PQ","Rating_CQ","MV_PQ","MV_CQ","CC_PQ","CC_CQ","LT_Flag_PQ","LT_Flag_CQ","deltaMV","deltaCC","CheckRating","Check_LT_Flag","CC_MV_Ratio_PQ","CC_MV_Ratio_CQ","delta_CC_MV_ratio"
"16974123","SMB 2015-B A2A ABS FIX 2.980% 15.07.2027_16974123","AAA","AAA",192.66481976,103.73562766,143.22189414,75.30366779,"N","N",-88.9291921,-67.91822635,"No Change in Rating","No Change in LT_Flag",0.743373358553002,0.725919045256201,-0.0174543132968008
"16974290","LU0003 MARSS 2014-1 A1 3MEUR+130BP CM4G60012_IE00B3D1YW09_EUR LU0003_LXEUR_16974290_LU0003_LU0003_LXEUR","NR","NR",0.228861163,0.125226027,0.228861163,0.125226027,"N","N",-0.103635136,-0.103635136,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974398","LU0003 INEOS FINANCE PLC TL B BL2552430_IE00B3D1YW09_EUR LU0003_LXEUR_16974398_LU0003_LU0003_LXEUR","NR","NR",155776.27925,168104.26831,155776.27925,168104.26831,"N","N",12327.98906,12327.98906,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974403","LU0003 ENVISION HEALTHCARE TL BL2726208_IE00B3D1YW09_USD LU0003_LXEUR_16974403_LU0003_LU0003_LXEUR","CC","CC",6600.208217,6181.460717,6600.208217,6181.460717,"N","N",-418.747499999999,-418.747499999999,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974523","LU0003 FLORA FOODS (SIGMA BIDCO) TL B BL2630137_IE00B3D1YW09_EUR LU0003_LXEUR_16974523_LU0003_LU0003_LXEUR","NR","NR",88311.06223,95380.82469,88311.06223,95380.82469,"N","N",7069.76245999998,7069.76245999998,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974526","LU0003 ILFC DELOS FINANCE SARL TL B BL2645325_IE00B3D1YW09_USD LU0003_LXEUR_16974526_LU0003_LU0003_LXEUR","NR","NR",796.9732839,885.3219444,796.9732839,885.3219444,"N","N",88.3486604999998,88.3486604999998,"No Change in Rating","No Change in LT_Flag",1,1,0
"16974601","FNR 2014-84 BF CMO VAR 25.12.2044_16974601","AAA","AAA",1066.91547,1019.3295569,133.36443375,127.41619461,"N","N",-47.5859131,-5.94823914,"No Change in Rating","No Change in LT_Flag",0.125,0.124999999997547,-2.45259368369943e-12
"16974603","FNR 2016-40 EF CMO VAR 25.07.2046_16974603","AAA","AAA",1831.5798553,1724.7231246,228.94748192,215.59039055,"N","N",-106.8567307,-13.35709137,"No Change in Rating","No Change in LT_Flag",0.125000000004095,0.124999999985505,-1.8589907391231e-11
"16974604","FHR 4344 FA CMO VAR 15.12.2037_16974604","AAA","AAA",191.66369726,184.46134504,23.957962153,23.057668135,"N","N",-7.20235221999999,-0.900294017999997,"No Change in Rating","No Change in LT_Flag",0.124999999976521,0.125000000027106,5.05845920706349e-11
"16974605","FHR 4367 GF CMO VAR 15.03.2037_16974605","AAA","AAA",1003.1355788,942.984563,125.39194734,117.87307038,"N","N",-60.1510158000001,-7.51887696,"No Change in Rating","No Change in LT_Flag",0.124999999990031,0.125000000005302,1.52710621925678e-11
"16974606","FHR 4416 FB CMO VAR 15.01.2040_16974606","AAA","AAA",203.00299297,196.86552498,25.375374122,24.608190622,"N","N",-6.13746799,-0.767183500000002,"No Change in Rating","No Change in LT_Flag",0.125000000003695,0.12499999999746,-6.2343463724801e-12
